status,path,old_path,category
"A","scripts/analyze-supabase-db-push-dry-run.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-db-push-dry-run.test.mjs","","TESTS"
"A","scripts/analyze-supabase-final-ci-cd-review.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-final-ci-cd-review.test.mjs","","TESTS"
"A","scripts/analyze-supabase-final-security-drift.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-final-security-drift.test.mjs","","TESTS"
"A","scripts/analyze-supabase-function-reconciliation.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-function-scope-review.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-function-scope-review.test.mjs","","TESTS"
"A","scripts/analyze-supabase-migration-history-alignment-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-migration-history-alignment-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-migration-history-alignment-discovery.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-migration-history-alignment-discovery.test.mjs","","TESTS"
"A","scripts/analyze-supabase-migration-history-alignment-plan.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-migration-history-alignment-plan.test.mjs","","TESTS"
"A","scripts/analyze-supabase-migration-repair-bootstrap-validation.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-migration-repair-bootstrap-validation.test.mjs","","TESTS"
"A","scripts/analyze-supabase-phase32-function-evidence.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-phase32-function-evidence.test.mjs","","TESTS"
"A","scripts/analyze-supabase-post-alignment-validation.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-post-alignment-validation.test.mjs","","TESTS"
"A","scripts/analyze-supabase-post-phase34-global-state.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-post-phase34-global-state.test.mjs","","TESTS"
"A","scripts/analyze-supabase-production-cutover-authorization.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-production-cutover-authorization.test.mjs","","TESTS"
"A","scripts/analyze-supabase-production-reconciliation-package.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-production-reconciliation-package.test.mjs","","TESTS"
"A","scripts/analyze-supabase-reconciliation-evidence.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-reconciliation-evidence.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step01-final-authorization.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step01-final-authorization.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step01-workout-delivery-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step01-workout-delivery-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step01-workout-delivery-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step01-workout-delivery-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step02-student-identity-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step02-student-identity-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step02-student-identity-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step02-student-identity-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step03-security-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step03-security-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step03-security-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step03-security-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step04-required-fields-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step04-required-fields-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step04-required-fields-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step04-required-fields-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step05-aoe-security-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step05-aoe-security-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step05-aoe-security-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step05-aoe-security-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step06-group-a-security-apply.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step06-group-a-security-apply.test.mjs","","TESTS"
"A","scripts/analyze-supabase-step06-group-a-security-precheck.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-step06-group-a-security-precheck.test.mjs","","TESTS"
"A","scripts/analyze-supabase-student-identity-deployment-design.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-student-identity-deployment-design.test.mjs","","TESTS"
"A","scripts/analyze-supabase-workout-delivery-final-reconciliation.mjs","","QA_TOOLING"
"A","scripts/analyze-supabase-workout-delivery-final-reconciliation.test.mjs","","TESTS"
"A","scripts/generate-supabase-reconciliation-review.mjs","","QA_TOOLING"
"A","scripts/lib/authenticated-browser-state.js","","QA_TOOLING"
"A","scripts/lib/authenticated-runtime.js","","QA_TOOLING"
"M","scripts/supabase-local-preflight.ps1","","QA_TOOLING"
"A","scripts/validate-admin-observability.mjs","","QA_TOOLING"
"A","scripts/validate-authenticated-runtime-precheck.mjs","","QA_TOOLING"
"A","scripts/validate-contextual-error-feedback.mjs","","QA_TOOLING"
"A","scripts/validate-core-mobile-layout.mjs","","QA_TOOLING"
"A","scripts/validate-dashboard-decision-usefulness.mjs","","QA_TOOLING"
"A","scripts/validate-empty-states.mjs","","QA_TOOLING"
"M","scripts/validate-finance-modals-cdp.mjs","","QA_TOOLING"
"A","scripts/validate-finance-mutation-confirmations.mjs","","QA_TOOLING"
"A","scripts/validate-finance-workflow-reliability.mjs","","QA_TOOLING"
"A","scripts/validate-modal-accessibility-parity.mjs","","QA_TOOLING"
"A","scripts/validate-performance-hardening.mjs","","QA_TOOLING"
"M","scripts/validate-personal-workout-template-management.mjs","","QA_TOOLING"
"M","scripts/validate-renovacao-plano-mobile-cdp.mjs","","QA_TOOLING"
"A","scripts/validate-route-fallback.mjs","","QA_TOOLING"
"A","scripts/validate-student-account-linking.mjs","","QA_TOOLING"
"A","scripts/validate-student-context-consistency.mjs","","QA_TOOLING"
"A","scripts/validate-student-experience-continuity.mjs","","QA_TOOLING"
"A","scripts/validate-student-identity-contract.mjs","","QA_TOOLING"
"A","scripts/validate-student-identity-runtime.mjs","","QA_TOOLING"
"A","scripts/validate-student-workout-data-minimization.mjs","","QA_TOOLING"
"A","scripts/validate-student-workout-rls.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-constraint-nullability-reconciliation.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-constraint-nullability-reconciliation.test.mjs","","TESTS"
"A","scripts/validate-supabase-constraint-nullability-runtime.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-phase32-security-runtime.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-phase33-group-a-evidence.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-phase33-group-a-evidence.test.mjs","","TESTS"
"A","scripts/validate-supabase-phase34-group-a-security-runtime.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-phase34-group-a-security.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-phase34-group-a-security.test.mjs","","TESTS"
"A","scripts/validate-supabase-production-cutover-review.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-production-cutover-review.test.mjs","","TESTS"
"A","scripts/validate-supabase-readonly-inspection-sql.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-reconciliation-design.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-reconciliation-design.test.mjs","","TESTS"
"A","scripts/validate-supabase-remote-schema-equivalence.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-remote-schema-equivalence.test.mjs","","TESTS"
"A","scripts/validate-supabase-security-reconciliation-runtime.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-security-reconciliation.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-security-reconciliation.test.mjs","","TESTS"
"A","scripts/validate-supabase-step01-workout-delivery-smoke.mjs","","QA_TOOLING"
"A","scripts/validate-supabase-step01-workout-delivery-smoke.test.mjs","","TESTS"
"A","scripts/validate-visible-suspense-fallbacks.mjs","","QA_TOOLING"
"A","scripts/validate-visible-ui-copy.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-accessibility.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-authorization.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-contract.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-data.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-feedback.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-idempotency.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-lifecycle.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-professional-ui.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-responsive-ui.mjs","","QA_TOOLING"
"A","scripts/validate-workout-delivery-service-integration.mjs","","QA_TOOLING"
"M","scripts/validate-workout-library-mobile-flow.mjs","","QA_TOOLING"
"M","scripts/validate-workout-template-discovery.mjs","","QA_TOOLING"
"M","scripts/validate-workout-template-guided-application.mjs","","QA_TOOLING"
"M","src/App.jsx","","PRODUCT_CODE"
"M","src/components/AccessibleModal.jsx","","PRODUCT_CODE"
"A","src/components/LoadingFallback.jsx","","PRODUCT_CODE"
"M","src/components/TreinoModal.jsx","","PRODUCT_CODE"
"M","src/features/alunos/components/AlunosEmptyState.jsx","","PRODUCT_CODE"
"M","src/features/alunos/components/AlunosList.jsx","","PRODUCT_CODE"
"M","src/features/alunos/components/AlunosTable.jsx","","PRODUCT_CODE"
"M","src/features/alunos/utils/alunosResumoOperacional.js","","PRODUCT_CODE"
"M","src/features/alunos/utils/alunosResumoOperacional.test.js","","PRODUCT_CODE"
"M","src/features/avaliacoes/components/AvaliacoesEmptyState.jsx","","PRODUCT_CODE"
"M","src/features/avaliacoes/components/AvaliacoesHeader.jsx","","PRODUCT_CODE"
"M","src/features/avaliacoes/components/AvaliacoesList.jsx","","PRODUCT_CODE"
"M","src/features/dashboard/components/DashboardCards.jsx","","PRODUCT_CODE"
"M","src/features/dashboard/components/DashboardPage.jsx","","PRODUCT_CODE"
"M","src/features/dashboard/hooks/useDashboardPage.js","","PRODUCT_CODE"
"M","src/features/dashboard/hooks/useDashboardPage.test.js","","PRODUCT_CODE"
"M","src/features/dashboard/utils/dashboardInsights.js","","PRODUCT_CODE"
"M","src/features/financeiro/components/FinanceiroList.jsx","","PRODUCT_CODE"
"M","src/features/financeiro/components/FinanceiroModals.jsx","","PRODUCT_CODE"
"M","src/features/financeiro/components/financeiroListStyles.js","","PRODUCT_CODE"
"M","src/features/financeiro/components/modals/ModalBase.jsx","","PRODUCT_CODE"
"M","src/features/financeiro/components/modals/RenovacaoPlanoModal.jsx","","PRODUCT_CODE"
"M","src/features/financeiro/hooks/useFinanceiroPage.js","","PRODUCT_CODE"
"M","src/features/treinos/components/TreinoDetalhesModal.jsx","","PRODUCT_CODE"
"M","src/features/treinos/components/TreinoTemplatesModal.jsx","","PRODUCT_CODE"
"M","src/features/treinos/components/TreinosCards.jsx","","PRODUCT_CODE"
"M","src/features/treinos/components/TreinosFilters.jsx","","PRODUCT_CODE"
"M","src/features/treinos/components/TreinosList.jsx","","PRODUCT_CODE"
"A","src/features/treinos/components/WorkoutLifecycleActions.jsx","","PRODUCT_CODE"
"A","src/features/treinos/components/WorkoutLifecycleBadge.jsx","","PRODUCT_CODE"
"A","src/features/treinos/components/WorkoutLifecycleConfirmationModal.jsx","","PRODUCT_CODE"
"A","src/features/treinos/components/WorkoutOriginLabel.jsx","","PRODUCT_CODE"
"M","src/features/treinos/hooks/useTreinosPage.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/personalWorkoutTemplateManagement.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/personalWorkoutTemplateManagement.test.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/treinosErrorState.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/treinosErrorState.test.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/workoutDataContract.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/workoutDataContract.test.js","","PRODUCT_CODE"
"A","src/features/treinos/utils/workoutLifecycleFeedback.js","","PRODUCT_CODE"
"A","src/features/treinos/utils/workoutLifecyclePresentation.js","","PRODUCT_CODE"
"A","src/features/treinos/utils/workoutLifecyclePresentation.test.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/workoutTemplateApplication.js","","PRODUCT_CODE"
"M","src/features/treinos/utils/workoutTemplateApplication.test.js","","PRODUCT_CODE"
"M","src/index.css","","PRODUCT_CODE"
"M","src/pages/AdminLogs.jsx","","PRODUCT_CODE"
"M","src/pages/AdminUsuarios.jsx","","PRODUCT_CODE"
"A","src/pages/NotFound.jsx","","PRODUCT_CODE"
"M","src/pages/Planos.jsx","","PRODUCT_CODE"
"M","src/services/avaliacoesFotosService.js","","PRODUCT_CODE"
"M","src/services/treinosService.js","","PRODUCT_CODE"
"A","src/utils/contextualErrorFeedback.js","","PRODUCT_CODE"
"A","src/utils/modalAccessibility.js","","PRODUCT_CODE"
"M","supabase/README.md","","SUPABASE_CONFIG"
"M","supabase/baseline-src/02-tables.sql","","SUPABASE_CONFIG"
"M","supabase/baseline-src/03-constraints.sql","","SUPABASE_CONFIG"
"M","supabase/baseline-src/04-indexes.sql","","SUPABASE_CONFIG"
"M","supabase/baseline-src/05-functions.sql","","SUPABASE_CONFIG"
"M","supabase/baseline-src/08-policies.sql","","SUPABASE_CONFIG"
"M","supabase/baseline-src/09-grants.sql","","SUPABASE_CONFIG"
"A","supabase/migrations/20260728030000_workout_delivery_integration_v1.sql","","SUPABASE_MIGRATIONS"
"A","supabase/migrations/20260730090000_student_identity_contract.sql","","SUPABASE_MIGRATIONS"
"A","supabase/migrations/20260731190000_reconcile_security_policies_and_grants.sql","","SUPABASE_MIGRATIONS"
"A","supabase/migrations/20260801143335_reconcile_alunos_required_fields.sql","","SUPABASE_MIGRATIONS"
"A","supabase/migrations/20260801173000_revoke_aoe_idempotency_anon_execute.sql","","SUPABASE_MIGRATIONS"
"A","supabase/migrations/20260801180000_harden_workout_templates_updated_at.sql","","SUPABASE_MIGRATIONS"
"M","supabase/migrations/README.md","","SUPABASE_CONFIG"
"R100","supabase/reference-baselines/20260716090000_baseline_aruka_v1.sql","supabase/migrations/20260716090000_baseline_aruka_v1.sql","SUPABASE_REFERENCE_BASELINES"
"A","supabase/reference-baselines/README.md","","SUPABASE_CONFIG"
