category,schema,object,subobject,local_state,remote_state,status,severity,source_migration,details,recommended_action
column,public,avaliacoes,panturrilha_esquerda,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=22 remote_raw=22 local_norm=22 remote_norm=22 local_hash=5970e9 remote_hash=5970e9,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,percentual_gordura,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=30 remote_raw=23 local_norm=30 remote_norm=23 local_hash=597108 remote_hash=5970ea,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,percentual_massa_magra,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=31 remote_raw=24 local_norm=31 remote_norm=24 local_hash=597109 remote_hash=5970eb,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,pescoco,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=9 remote_raw=9 local_norm=9 remote_norm=9 local_hash=2b5de remote_hash=2b5de,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,peso,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=8 remote_raw=8 local_norm=8 remote_norm=8 local_hash=2b5dd remote_hash=2b5dd,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,quadril,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=14 remote_raw=14 local_norm=14 remote_norm=14 local_hash=5970ca remote_hash=5970ca,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,sexo,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=6 remote_raw=6 local_norm=6 remote_norm=6 local_hash=2b5db remote_hash=2b5db,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,status,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='inicial'::text remote_raw='inicial'::text local_norm='inicial' remote_norm='inicial' local_hash=a7c08f6c remote_hash=a7c08f6c; ordinal_position: local_raw=35 remote_raw=37 local_norm=35 remote_norm=37 local_hash=59710d remote_hash=59710f,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,torax,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=11 remote_raw=11 local_norm=11 remote_norm=11 local_hash=5970c7 remote_hash=5970c7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,avaliacoes,user_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,aluno_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=3 remote_raw=3 local_norm=3 remote_norm=3 local_hash=2b5d8 remote_hash=2b5d8,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,created_at,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=16 remote_raw=10 local_norm=16 remote_norm=10 local_hash=5970cc remote_hash=5970c6,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,data_pagamento,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; udt_name: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=6 remote_raw=4 local_norm=6 remote_norm=4 local_hash=2b5db remote_hash=2b5d9,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,forma_pagamento,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=7 remote_raw=6 local_norm=7 remote_norm=6 local_hash=2b5dc remote_hash=2b5db,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=gen_random_uuid() remote_raw=gen_random_uuid() local_norm=gen_random_uuid() remote_norm=gen_random_uuid() local_hash=e283166 remote_hash=e283166; ordinal_position: local_raw=1 remote_raw=1 local_norm=1 remote_norm=1 local_hash=2b5d6 remote_hash=2b5d6,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,observacao,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=14 remote_raw=14 local_norm=14 remote_norm=14 local_hash=5970ca remote_hash=5970ca,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,observacoes,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=15 remote_raw=9 local_norm=15 remote_norm=9 local_hash=5970cb remote_hash=2b5de,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,parcela,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='1'::text remote_raw='1'::text local_norm='1' remote_norm='1' local_hash=b875f44 remote_hash=b875f44; ordinal_position: local_raw=8 remote_raw=7 local_norm=8 remote_norm=7 local_hash=2b5dd remote_hash=2b5dc,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,plano,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=4 remote_raw=11 local_norm=4 remote_norm=11 local_hash=2b5d9 remote_hash=5970c7,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,tipo_movimento,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='pagamento_avulso'::text remote_raw='pagamento_avulso'::text local_norm='pagamento_avulso' remote_norm='pagamento_avulso' local_hash=5ba16a88 remote_hash=5ba16a88; ordinal_position: local_raw=10 remote_raw=15 local_norm=10 remote_norm=15 local_hash=5970c6 remote_hash=5970cb,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,total_parcelas,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=integer remote_raw=integer local_norm=int4 remote_norm=int4 local_hash=7c988664 remote_hash=7c988664; udt_name: local_raw=int4 remote_raw=int4 local_norm=int4 remote_norm=int4 local_hash=7c988664 remote_hash=7c988664; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=1 remote_raw=1 local_norm=1 remote_norm=1 local_hash=2b5d6 remote_hash=2b5d6; ordinal_position: local_raw=9 remote_raw=8 local_norm=9 remote_norm=8 local_hash=2b5de remote_hash=2b5dd,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,user_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,valor,present,present,EQUIVALENT,info,data_type: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; udt_name: local_raw=numeric remote_raw=numeric local_norm=numeric remote_norm=numeric local_hash=301f0df8 remote_hash=301f0df8; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=0 remote_raw=0 local_norm=0 remote_norm=0 local_hash=2b5d5 remote_hash=2b5d5; ordinal_position: local_raw=5 remote_raw=5 local_norm=5 remote_norm=5 local_hash=2b5da remote_hash=2b5da,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,vencimento_anterior,present,present,EQUIVALENT,info,data_type: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; udt_name: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=12 remote_raw=12 local_norm=12 remote_norm=12 local_hash=5970c8 remote_hash=5970c8,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,vencimento_novo,present,present,EQUIVALENT,info,data_type: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; udt_name: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=13 remote_raw=13 local_norm=13 remote_norm=13 local_hash=5970c9 remote_hash=5970c9,No action.,20260716090000_baseline_aruka_v1.sql
column,public,pagamentos,vencimento_parcela,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; udt_name: local_raw=date remote_raw=date local_norm=date remote_norm=date local_hash=7c959163 remote_hash=7c959163; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=11 remote_raw=16 local_norm=11 remote_norm=16 local_hash=5970c7 remote_hash=5970cc,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,created_at,present,present,EQUIVALENT,info,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=8 remote_raw=8 local_norm=8 remote_norm=8 local_hash=2b5dd remote_hash=2b5dd,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,email,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=4 remote_raw=4 local_norm=4 remote_norm=4 local_hash=2b5d9 remote_hash=2b5d9,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=gen_random_uuid() remote_raw=gen_random_uuid() local_norm=gen_random_uuid() remote_norm=gen_random_uuid() local_hash=e283166 remote_hash=e283166; ordinal_position: local_raw=1 remote_raw=1 local_norm=1 remote_norm=1 local_hash=2b5d6 remote_hash=2b5d6,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,nome,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=YES remote_raw=YES local_norm=YES remote_norm=YES local_hash=b8836b6 remote_hash=b8836b6; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=3 remote_raw=3 local_norm=3 remote_norm=3 local_hash=2b5d8 remote_hash=2b5d8,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,role,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='user'::text remote_raw='user'::text local_norm='user' remote_norm='user' local_hash=6b5e3452 remote_hash=6b5e3452; ordinal_position: local_raw=5 remote_raw=5 local_norm=5 remote_norm=5 local_hash=2b5da remote_hash=2b5da,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,status,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='ativo'::text remote_raw='ativo'::text local_norm='ativo' remote_norm='ativo' local_hash=a891f676 remote_hash=a891f676; ordinal_position: local_raw=7 remote_raw=7 local_norm=7 remote_norm=7 local_hash=2b5dc remote_hash=2b5dc,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,tipo_acesso,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw='pendente'::text remote_raw='pendente'::text local_norm='pendente' remote_norm='pendente' local_hash=3e05986 remote_hash=3e05986; ordinal_position: local_raw=6 remote_raw=6 local_norm=6 remote_norm=6 local_hash=2b5db remote_hash=2b5db,No action.,20260716090000_baseline_aruka_v1.sql
column,public,perfis,user_id,present,present,EQUIVALENT,info,data_type: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; udt_name: local_raw=uuid remote_raw=uuid local_norm=uuid remote_norm=uuid local_hash=7c9f377c remote_hash=7c9f377c; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; ordinal_position: local_raw=2 remote_raw=2 local_norm=2 remote_norm=2 local_hash=2b5d7 remote_hash=2b5d7,No action.,20260716090000_baseline_aruka_v1.sql
column,public,planos,ativo,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=boolean remote_raw=boolean local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; udt_name: local_raw=bool remote_raw=bool local_norm=bool remote_norm=bool local_hash=7c94b391 remote_hash=7c94b391; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=true remote_raw=true local_norm=true remote_norm=true local_hash=7c9e9fe5 remote_hash=7c9e9fe5; ordinal_position: local_raw=11 remote_raw=7 local_norm=11 remote_norm=7 local_hash=5970c7 remote_hash=2b5dc,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,planos,created_at,present,present,COLUMN_ORDER_DIFFERENT_NON_MATERIAL,informational,data_type: local_raw=timestamp with time zone remote_raw=timestamp with time zone local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; udt_name: local_raw=timestamptz remote_raw=timestamptz local_norm=timestamptz remote_norm=timestamptz local_hash=7acf37c7 remote_hash=7acf37c7; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=now() remote_raw=now() local_norm=now() remote_norm=now() local_hash=1004652a remote_hash=1004652a; ordinal_position: local_raw=12 remote_raw=8 local_norm=12 remote_norm=8 local_hash=5970c8 remote_hash=2b5dd,Preserve for diagnostics; do not block repair by column order alone.,20260716090000_baseline_aruka_v1.sql
column,public,planos,descricao,present,present,EQUIVALENT,info,data_type: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; udt_name: local_raw=text remote_raw=text local_norm=text remote_norm=text local_hash=7c9e690a remote_hash=7c9e690a; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=''::text remote_raw=''::text local_norm='' remote_norm='' local_hash=596f73 remote_hash=596f73; ordinal_position: local_raw=4 remote_raw=4 local_norm=4 remote_norm=4 local_hash=2b5d9 remote_hash=2b5d9,No action.,20260716090000_baseline_aruka_v1.sql
column,public,planos,duracao_meses,present,present,EQUIVALENT,info,data_type: local_raw=integer remote_raw=integer local_norm=int4 remote_norm=int4 local_hash=7c988664 remote_hash=7c988664; udt_name: local_raw=int4 remote_raw=int4 local_norm=int4 remote_norm=int4 local_hash=7c988664 remote_hash=7c988664; is_nullable: local_raw=NO remote_raw=NO local_norm=NO remote_norm=NO local_hash=5974a2 remote_hash=5974a2; column_default: local_raw=1 remote_raw=1 local_norm=1 remote_norm=1 local_hash=2b5d6 remote_hash=2b5d6; ordinal_position: local_raw=5 remote_raw=5 local_norm=5 remote_norm=5 local_hash=2b5da remote_hash=2b5da,No action.,20260716090000_baseline_aruka_v1.sql
