priority,security_impact,data_impact,category,schema,object,subobject,status,severity,source_migration,local_state,remote_state,details,evidence_quality,likely_cause,recommended_strategy,requires_remote_change,requires_history_alignment,manual_review_status
P0,HIGH,LOW,policy,public,anamneses,Usuarios podem listar suas anamneses,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_audit_events,Auditoria AOE somente admin leitura,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=admin_eh_admin() remote_raw=admin_eh_admin() local_norm=admin_eh_admin() remote_norm=admin_eh_admin() local_hash=274e74d3 remote_hash=274e74d3; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_decision_traces,Traces AOE restritos ao profissional autorizado,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_decision_traces.decision_id) AND ((d.actor_id = auth.uid()) OR admin_eh_admin())))) remote_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_decision_traces.decision_id) AND ((d.actor_id = auth.uid()) OR admin_eh_admin())))) local_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_decision_traces.decision_id) and ((d.actor_id = auth.uid()) or admin_eh_admin()))) remote_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_decision_traces.decision_id) and ((d.actor_id = auth.uid()) or admin_eh_admin()))) local_hash=6a9e1483 remote_hash=6a9e1483; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_decisions,Usuarios podem criar decisoes AOE dos seus alunos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((actor_id = auth.uid()) AND aoe_user_owns_student(student_id)) remote_raw=((actor_id = auth.uid()) AND aoe_user_owns_student(student_id)) local_norm=(actor_id = auth.uid()) and aoe_user_owns_student(student_id) remote_norm=(actor_id = auth.uid()) and aoe_user_owns_student(student_id) local_hash=f4ff45e1 remote_hash=f4ff45e1,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_decisions,Usuarios podem listar decisoes AOE dos seus alunos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=((actor_id = auth.uid()) OR admin_eh_admin() OR aoe_user_owns_student(student_id)) remote_raw=((actor_id = auth.uid()) OR admin_eh_admin() OR aoe_user_owns_student(student_id)) local_norm=(actor_id = auth.uid()) or admin_eh_admin() or aoe_user_owns_student(student_id) remote_norm=(actor_id = auth.uid()) or admin_eh_admin() or aoe_user_owns_student(student_id) local_hash=8fb6f35e remote_hash=8fb6f35e; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_human_reviews,Usuarios podem atualizar reviews AOE autorizadas,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) local_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) remote_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) local_hash=d6e5cd11 remote_hash=d6e5cd11; with_check: local_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) local_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) remote_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) local_hash=d6e5cd11 remote_hash=d6e5cd11",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_human_reviews,Usuarios podem consultar reviews AOE autorizadas,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND ((d.actor_id = auth.uid()) OR admin_eh_admin())))) remote_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND ((d.actor_id = auth.uid()) OR admin_eh_admin())))) local_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and ((d.actor_id = auth.uid()) or admin_eh_admin()))) remote_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and ((d.actor_id = auth.uid()) or admin_eh_admin()))) local_hash=c18ac671 remote_hash=c18ac671; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_human_reviews,Usuarios podem criar reviews AOE autorizadas,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) remote_raw=(EXISTS ( SELECT 1
   FROM aoe_decisions d
  WHERE ((d.id = aoe_human_reviews.decision_id) AND (d.actor_id = auth.uid())))) local_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) remote_norm=exists (select 1 from aoe_decisions d where ((d.id = aoe_human_reviews.decision_id) and (d.actor_id = auth.uid()))) local_hash=d6e5cd11 remote_hash=d6e5cd11",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,aoe_idempotency_keys,Idempotencia AOE restrita ao ator,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=ALL remote_raw=ALL local_norm=all remote_norm=all local_hash=b885dde remote_hash=b885dde; qual: local_raw=((actor_id = auth.uid()) OR admin_eh_admin()) remote_raw=((actor_id = auth.uid()) OR admin_eh_admin()) local_norm=(actor_id = auth.uid()) or admin_eh_admin() remote_norm=(actor_id = auth.uid()) or admin_eh_admin() local_hash=94d002fa remote_hash=94d002fa; with_check: local_raw=((actor_id = auth.uid()) OR admin_eh_admin()) remote_raw=((actor_id = auth.uid()) OR admin_eh_admin()) local_norm=(actor_id = auth.uid()) or admin_eh_admin() remote_norm=(actor_id = auth.uid()) or admin_eh_admin() local_hash=94d002fa remote_hash=94d002fa,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,assinaturas,Usuarios podem cadastrar suas assinaturas,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = user_id) AND (status = 'pendente'::text)) remote_raw=((auth.uid() = user_id) AND (status = 'pendente'::text)) local_norm=(auth.uid() = user_id) and (status = 'pendente') remote_norm=(auth.uid() = user_id) and (status = 'pendente') local_hash=10604c37 remote_hash=10604c37,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,assinaturas,Usuarios podem listar suas assinaturas,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,avaliacoes,Usuarios podem atualizar suas avaliacoes,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = avaliacoes.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((( SELECT auth.uid() AS uid) = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = avaliacoes.aluno_id) AND (alunos.user_id = ( SELECT auth.uid() AS uid)))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = avaliacoes.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=((select auth.uid() as uid) = user_id) and (exists (select 1 from alunos where ((alunos.id = avaliacoes.aluno_id) and (alunos.user_id = (select auth.uid() as uid))))) local_hash=8efd7eb4 remote_hash=ad6b5e2",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,avaliacoes,Usuarios podem cadastrar suas avaliacoes,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = avaliacoes.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((( SELECT auth.uid() AS uid) = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = avaliacoes.aluno_id) AND (alunos.user_id = ( SELECT auth.uid() AS uid)))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = avaliacoes.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=((select auth.uid() as uid) = user_id) and (exists (select 1 from alunos where ((alunos.id = avaliacoes.aluno_id) and (alunos.user_id = (select auth.uid() as uid))))) local_hash=8efd7eb4 remote_hash=ad6b5e2",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,avaliacoes,Usuarios podem excluir suas avaliacoes,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,avaliacoes,Usuarios podem listar suas avaliacoes,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(( SELECT auth.uid() AS uid) = user_id) local_norm=auth.uid() = user_id remote_norm=(select auth.uid() as uid) = user_id local_hash=8dc18120 remote_hash=62194ce7; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,pagamentos,Usuarios podem atualizar seus pagamentos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=UPDATE remote_raw=UPDATE local_norm=update remote_norm=update local_hash=20edd0a8 remote_hash=20edd0a8; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) local_hash=e619c1eb remote_hash=e619c1eb",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,pagamentos,Usuarios podem cadastrar seus pagamentos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) local_hash=e619c1eb remote_hash=e619c1eb",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,pagamentos,Usuarios podem excluir seus pagamentos,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=DELETE remote_raw=DELETE local_norm=delete remote_norm=delete local_hash=f8838478 remote_hash=f8838478; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,REVIEW_REQUIRED,policy,public,pagamentos,Usuarios podem listar seus pagamentos,REMOTE_MORE_PERMISSIVE,critical,"permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) remote_raw=((auth.uid() = user_id) AND (EXISTS ( SELECT 1
   FROM alunos
  WHERE ((alunos.id = pagamentos.aluno_id) AND (alunos.user_id = auth.uid()))))) local_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) remote_norm=(auth.uid() = user_id) and (exists (select 1 from alunos where ((alunos.id = pagamentos.aluno_id) and (alunos.user_id = auth.uid())))) local_hash=e619c1eb remote_hash=e619c1eb; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140",present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,perfis,Usuarios podem criar seu perfil padrao,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=INSERT remote_raw=INSERT local_norm=insert remote_norm=insert local_hash=4d4029a remote_hash=4d4029a; qual: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140; with_check: local_raw=((auth.uid() = user_id) AND (role = 'user'::text) AND (tipo_acesso = 'pendente'::text) AND (status = 'ativo'::text)) remote_raw=((auth.uid() = user_id) AND (role = 'user'::text) AND (tipo_acesso = 'pendente'::text) AND (status = 'ativo'::text)) local_norm=(auth.uid() = user_id) and (role = 'user') and (tipo_acesso = 'pendente') and (status = 'ativo') remote_norm=(auth.uid() = user_id) and (role = 'user') and (tipo_acesso = 'pendente') and (status = 'ativo') local_hash=f0496f02 remote_hash=f0496f02,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
P0,HIGH,LOW,policy,public,perfis,Usuarios podem listar seu perfil,REMOTE_MORE_PERMISSIVE,critical,permissive: local_raw=PERMISSIVE remote_raw=PERMISSIVE local_norm=permissive remote_norm=permissive local_hash=e892274c remote_hash=e892274c; roles: local_raw={authenticated} remote_raw={public} local_norm=authenticated remote_norm=public local_hash=486e9848 remote_hash=159d94a4; cmd: local_raw=SELECT remote_raw=SELECT local_norm=select remote_norm=select local_hash=1b80e3c5 remote_hash=1b80e3c5; qual: local_raw=(auth.uid() = user_id) remote_raw=(auth.uid() = user_id) local_norm=auth.uid() = user_id remote_norm=auth.uid() = user_id local_hash=8dc18120 remote_hash=8dc18120; with_check: local_raw=<null> remote_raw=null local_norm=null remote_norm=null local_hash=7c9b6140 remote_hash=7c9b6140,present,present,Review policy role scope before any production action.,CATALOG_CSV_AND_LOCAL_CATALOG,Remote policy role is broader than local contract.,Prioritize policy reconciliation before any history repair.,true,true,PENDING_MANUAL_REVIEW
